"AL","AK","AZ","AR","CA","CO","CT","DE","FL","GA","HI","ID","IL","IN","IA","KS","KY","LA","ME","MD","MA","MI","MN","MS","MO","MT","NE","NV","NH","NJ","NM","NY","NC","ND","OH","OK","OR","PA","RI","SC","SD","TN","TX","UT","VT","VA","WA","WV","WI","WY"
"Montana State University Billings",11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667,11.0866666666667
"Patinkin Research Strategies",5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67
"Colby College",7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865,7.865
"The Justice Collaborative Institute",6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67
"Swayable",6.53589438140571,5.16334057784572,6.24137838117577,5.13175919213315,1.41663055409346,4.02344924545719,7.66498060389831,5.22907278325928,5.04018869070397,4.10410844374015,5.1156190355749,5.16569397272059,-0.0973224518751401,4.94889840581517,5.13752071058145,5.16870445588842,9.71468636792734,3.23400597067323,5.18243441212868,3.96434121209603,5.15421071255454,7.81099632284629,4.12750601073295,5.13637818123207,4.73224428087361,5.16920407119073,5.18892049008213,5.05400431901051,5.17728011840684,5.38275228573883,5.07654297656725,7.21591739888166,5.294694357399,5.16741081622005,2.46502041318974,5.27268017110168,6.06500514348281,3.88058851973788,5.27446298570532,9.13587447544583,5.17543752644398,5.66471588050483,3.56030896457219,5.07421216109968,5.1467354803131,5.3243267288729,4.0417100202192,5.29211783777238,6.79374578244404,5.19909956914791
"Kiaer Research",10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615,10.615
"Saint Anselm College",2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333,2.25333333333333
"Auburn University at Montgomery",7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86
"Meeting Street Insights",4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53
"VCreek/AMG",7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87
"Redfield & Wilton Strategies",6.55798436840931,6.4991627150382,5.40587024067661,6.5909350600724,6.59339735726531,6.6101430605827,6.62170919876359,6.71154217452988,6.87945717056869,6.5391539475343,6.7312151411629,6.69385006207076,6.71806480677007,6.76170782250851,6.69994858077288,6.62697518635717,6.65729822249977,6.53233031283035,6.63500838154285,6.53537867214582,6.46306145848297,8.10246165458006,6.5950733572985,6.60754567679314,6.6973958632781,6.78004859241928,6.70484020277707,6.73403335535282,6.61599926165746,6.57421363529244,6.66270919764828,6.59881078152902,5.34881035696848,6.79209374453292,6.66582964267893,6.52764604417526,6.61203443246996,5.56096183287254,6.59115222536246,6.59136800826849,6.77545191808321,6.60822158864267,6.57163176666508,6.65034013647814,6.63739196361424,6.58829344977736,6.56886866136146,6.67751922855786,8.55799640932659,6.7198981949507
"Wick",-0.65586000621467,-0.616439404506773,-0.698400036909872,-0.605986744978671,-0.612803375828936,-0.70347358069189,-0.786557353410369,-0.790685604319906,-0.182842636289149,-1.51866606185093,-0.587471140815841,-0.702687582002461,-0.6740641566267,-0.752506751272534,-0.615356677674516,-0.796422811033996,-0.725279262053901,-0.617800667651138,-0.583974829191306,-0.751164478639621,-0.731244247544771,-1.39579123215528,-0.639087089451135,-0.601564577298571,-0.70202209056945,-0.703991564780489,-0.797250273323027,-0.594066057393265,-0.661856407492326,-0.642070590333973,-0.689808586058804,-0.583418764478609,-0.727010463467859,-0.66677770314147,1.68285473950504,-0.696160196446908,-0.687856786943354,-1.67744873970469,-0.641130206271404,-0.646169825207523,-0.664464706283896,-0.719517817466218,-0.738372743139002,-0.834054329679772,-0.65339103759817,-0.707453951308293,-0.625150160671458,-0.707562299230379,-0.649096666530322,-0.659953249418686
"Cardinal Point Analytics (CardinalGPS)",-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667,-2.48666666666667
"USC Schwarzenegger Institute",7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84
"AtlasIntel",0.775722685658865,0.790231041815334,-0.678444961741074,0.813100103075364,0.84930628813854,0.800483844277283,0.779203285781373,0.774106656683149,1.97019820503958,1.12069251087678,0.884560043003544,0.7912771698577,0.825239230639154,0.777771702963542,0.820519648762073,0.76833747380891,0.764750615322097,0.79271300343675,0.826764146955891,0.774519096949887,0.755353870078446,0.282306753530689,0.802648872041233,0.802905731429745,0.775071715238981,0.792148608462429,0.763407937305596,0.843940242716267,0.802485903312192,0.808494086608843,0.798280224753633,0.841352234232636,0.179921066604432,0.803958233054655,2.26009291638753,0.768458195798561,0.79648543520816,-0.523027842103965,0.797642801393067,0.795624257543062,0.80391977518388,0.756127446273683,1.68058829103744,0.745461698586485,0.802992789194931,0.79152438202437,0.814822585917782,0.7633222572261,1.00647594919557,0.798318239678706
"El Nuevo Día/The Research Office",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Binder Research",1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84
"AYTM",3.29284901262938,3.27403000928413,3.32407026869361,3.30787151534084,3.38568513977979,3.26405055100674,3.29701305000383,3.26877685909607,3.81872635520227,3.42654783693993,3.39991931009455,3.22507663775775,3.29892334906095,3.2542244441826,3.2109574251012,3.28852178728035,3.25535765754899,3.33085045966916,3.24211891577024,3.33122056214244,3.32007468722627,3.19842927399812,3.24003507683168,3.25814202351208,3.23542609956094,3.18849662055576,3.24873929613771,3.25783728590758,3.22383548634406,3.32295715670727,3.23945273047729,3.34778871650873,3.26847617160052,3.18631274993765,3.2639457940564,3.30928323824325,3.25145429330867,2.70495556879396,3.30123094012175,3.25386403581816,3.19690848207096,3.25261635071465,3.25736830445643,3.25572414315539,3.24122056185829,3.28368816938549,3.27338543185699,3.25262973660864,3.20222233970838,3.19769184025347
"Frederick Polls",4.00945449840932,3.9844750416892,4.01586375771878,4.02523854022416,4.06189922417144,3.97248059612718,3.99839573385567,3.98364141286344,4.3537440635637,4.0165432124375,4.0788238180533,3.95975317893429,4.01439585793067,3.98103162168135,3.96673323381949,3.99189186818338,3.9834617262463,4.03333201936053,3.97055443226744,4.01131859809425,4.0105616763301,3.95507649530565,3.97005780278773,3.99561927895999,3.97597235397895,3.93804048420173,3.97159949208816,3.9931335814599,3.96109513059269,4.02743142117301,3.97736099242678,4.04676566419641,3.96060398070782,3.93788231607625,3.99974375367349,4.01191426531624,3.97211964866605,3.71637694118429,4.00898394955789,3.98590024359094,3.94485955542455,3.98695914978261,3.97660914952539,3.97395306327538,3.96433564638513,3.98560676713635,3.98922540721702,3.98286753123658,3.96145400590445,3.9488831120441
"Reconnect Research/Probolsky Research",-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655,-1.655
"Mellman Group",1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345
"Open Model Project",-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655,-5.655
