"AL","AK","AZ","AR","CA","CO","CT","DE","FL","GA","HI","ID","IL","IN","IA","KS","KY","LA","ME","MD","MA","MI","MN","MS","MO","MT","NE","NV","NH","NJ","NM","NY","NC","ND","OH","OK","OR","PA","RI","SC","SD","TN","TX","UT","VT","VA","WA","WV","WI","WY"
"University of North Florida",3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548
"Saguaro Strategies",5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05
"University of New Hampshire",6.86639560558351,6.87084198943024,6.85931545453217,6.8347282374468,6.85891426196471,6.83881506021024,6.83887859011313,6.82901827925095,6.85874221931114,6.85340247539825,6.87814444156589,6.84551450151743,6.83477671624914,6.868181796656,6.88842444214437,6.81967155176165,6.8575096359599,6.85833961288786,6.86923076923077,6.86066391989559,6.85018641663161,6.86835308873724,6.86055158673263,6.86828525079645,6.86912497391022,6.87051468235097,6.81904199627733,6.83806243114482,6.86923076923077,6.85953190333528,6.83812911217175,6.85966185834599,6.85630921279423,6.88605022548033,6.89936519426295,6.85613056954575,6.85321542228442,6.8447753090619,6.90053951250522,6.86035394197445,6.88492148290755,6.84394469856679,6.83878265843235,6.8254418764506,6.87713773296401,6.85610317149928,6.8577897329927,6.88716423268012,6.85546406099216,6.85753322977907
"EPIC-MRA",3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24
"North Star Opinion Research/Ayres, McHenry & Associates",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saint Leo University",9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825,9.4825
"Craciun Research Group",18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73
"Zia Poll",-5.84426895455182,-5.80995544764557,-5.8193371830832,-5.81177710643738,-5.79032027692414,-5.80564875946144,-5.83272946718178,-5.84850484472727,-5.8008524952924,-5.81974672459039,-5.81920358353511,-5.83824073377458,-5.80973538690994,-5.86920071902019,-5.83241566733225,-5.83805730758375,-5.87029541535718,-5.80354611218067,-5.85426039635439,-5.81962298629259,-5.81930180215678,-5.82833333333333,-5.83448854793475,-5.82468405385073,-5.88130152595566,-5.85172599920046,-5.8429983017073,-5.80365431800055,-5.82969312604876,-5.80730394126729,-5.82833333333333,-5.81619376224914,-5.80328599673925,-5.86060899017949,-5.8308133877222,-5.8399674704653,-5.80993052818578,-5.82765706787821,-5.86642076387511,-5.82595726980614,-5.87174166061358,-5.85380428855331,-5.81282427318406,-5.82538222462005,-5.8198735745366,-5.80413883976441,-5.79740778500632,-5.89081532693917,-5.83665231812102,-5.86904526817146
"Dan Jones & Associates",10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08
"Elon University",2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333,2.11333333333333
"RRH Elections",0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665,0.665
"Nielson Brothers Polling",16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52,16.52
"Maine People's Resource Center",3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04
"St. Cloud State University",6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665,6.665
"Trafalgar Group",-4.37307802491072,-2.3508126466117,-2.28394131230268,-2.20744343559649,-2.19851566690236,-3.3286910762703,-2.28868316808004,-2.24221542239589,-1.33556791370218,-2.94083472181797,-2.21712865677817,-2.25810028556378,-2.16009614756277,-2.12006862112658,-2.19816857145675,-2.26420433327584,-4.13086179016573,-0.318398380963528,-2.27489847947401,-2.29206160364207,-2.28343764829046,-2.60221257452919,-3.05436209565846,-2.21416490300855,-0.249044401520765,-2.30141741106072,-2.23403246359476,-3.48247233941321,-2.30378926808471,-2.24931838986162,-2.21653233473011,-2.22278098318621,-1.59834469404181,-0.2711665313088,1.07369157946927,-2.3060619491349,-2.28026005168289,-1.91427629358091,-2.27497008573574,-5.05022281809227,-2.17333498881968,-2.26646041375078,-4.17768702390257,2.49275326012713,-2.3044552351632,-4.56844303614833,-2.25171158402198,-2.12331590818626,-1.05027028445017,-2.21311235046459
"Greenberg Quinlan Rosner/American Viewpoint",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dixie Strategies",-3.78029427068585,-4.05067431400054,-4.04529095023947,-3.68856301284517,-3.80417981150452,-4.20687753994175,-3.98090819528685,-3.9864797160911,-3.88583333333333,-4.03602413386079,-3.4221222109274,-4.16422777827559,-3.87088081240492,-3.99745632619461,-3.98929278491603,-4.06445275393852,-3.93860961617274,-3.67122917920527,-4.0434061934961,-4.03460807566609,-4.07598334997576,-4.0749860801763,-4.04162978529081,-3.78848777808595,-3.97246543424386,-4.21295490266976,-4.0677826570714,-3.88466051701585,-4.10925739640157,-3.70806602631499,-4.02635526189497,-3.58773936340132,-4.0073714513926,-4.21360872494131,-3.7830322487608,-3.8514208131542,-4.19489740718692,-3.93356932964468,-3.83991080314235,-3.97145150694035,-4.18488382751233,-3.90469883930555,-3.88583333333333,-4.29492223268716,-4.11763078310669,-4.17101835224639,-4.05657157942135,-3.92187433592609,-3.99571025614435,-4.11129267099613
"Praecones Analytica",-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667,-1.79666666666667
"DHM Research",-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07
"Cygnal",5.04670505498431,3.66212873389566,3.62517447739879,3.6182519992232,3.53386142462746,3.71277427062953,3.72608635020404,3.83105183404111,2.37888228247912,1.68057810881522,3.68075712438118,3.7596764994317,3.66403944210405,4.16138943609991,3.69642240331119,3.75744754341654,5.05200775710521,1.79796945006527,3.74283531739307,3.65193464988213,3.63714571790066,3.7896862730032,3.72128196654211,3.65034190576414,4.91552513603182,3.86836802134857,5.84512555124519,3.68909238126814,3.75401095109482,3.61190397229233,3.66411532562415,3.60366321493059,3.63428137864902,3.87470275869519,3.60178870901796,3.69607629101157,3.67695218778073,3.70668075692584,3.73539475821629,3.66994035058584,3.83114295659163,3.55495842439425,2.7163431637504,3.74771416832091,3.75627532001436,3.65461350012756,3.59401335442189,3.80693778515855,3.74553974698823,3.8334995623952
"Loras College",2.22980758071482,2.21925145211936,1.986664484428,1.98666015346163,1.65195714080258,2.04338117658875,2.04260966456329,2.04434020672685,1.83666880186491,1.96581887751211,1.91093319849226,2.07724761350104,-0.162143541924543,2.03002576435927,3.55263443658386,1.90471532384995,2.17593725309882,2.08526775954315,2.46700871060763,1.93961223641471,1.98663027872391,2.1287352732651,2.29749537037181,2.18841615995922,2.1336032550584,2.08899351983585,1.95557182520924,1.88646231698927,2.26663057418749,2.11404165725308,1.98653652077602,1.99138668034853,2.10249726792189,2.2576975584579,2.28128042715518,2.19226077791734,2.04991078645223,2.16317589928604,2.36732285601466,2.20178808674874,2.23613806883007,2.17900405612374,2.01503997884974,1.65091087031468,2.21770252322335,1.98280991146021,2.07171640434955,2.29566376312552,2.73650348538905,2.20611928893093
"Roanoke College",2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45
"Winthrop University",0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
"SurveyMonkey",5.27493171186134,3.58242932380484,5.85731685940851,6.89233659830886,5.06349737501021,1.9346838828197,2.2185883832425,3.15390449735021,4.85219656475834,4.85526256673568,-0.51159343295215,9.63017880995656,3.28403848227064,4.9536706447782,5.16971918847817,6.74789015079021,6.5609199180604,3.15528884107435,5.77540048469182,5.72695040830043,3.84118584105538,3.74949541475309,6.07311596683982,4.0069000876411,7.45413516652087,4.70238921997985,5.79219213307089,2.23746302298343,7.64846189279195,4.53089593955041,2.43931805915971,3.44138860197279,6.5917091124647,9.32697981369439,4.69014214363312,8.82198786174459,5.26373349539235,5.2019809272188,2.51455653516734,5.53486716689398,5.53801101951768,10.0096787083279,4.38820636592733,9.57943412870185,6.90399456939536,4.81681581845514,4.93437320278895,3.34970795506837,4.66110470050747,6.6050664105167
"BK Strategies",3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667
"Western Kentucky University",5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.695
"Franklin & Marshall College",8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158,8.158
"TargetSmart/William & Mary",5.28472294176406,5.27515981447701,5.28641544114009,5.28604278800925,5.29107959009121,5.27708241226445,5.28897239087227,5.28580814592873,5.2825,5.28911974947139,5.29264868960814,5.27601181043709,5.28692617424198,5.28265623382508,5.27461054041325,5.28784315334889,5.28260965789457,5.28762553104286,5.26949920510109,5.28709266483389,5.28713844993919,5.27719743393297,5.27469162449112,5.28031447592676,5.27995771937199,5.27062858602583,5.28435061134597,5.27835682749299,5.27476651079048,5.28797322156278,5.28199761147068,5.28765857104388,5.27978882991854,5.26748358919536,5.2825,5.28633260002509,5.27754790095113,5.28033310329578,5.28070160521843,5.28008074584454,5.26899299837389,5.28509694044855,5.28243288824608,5.28780493927112,5.27260580402262,5.28034842847623,5.27812766344774,5.2803752901076,5.27552376739096,5.27125190232386
"Western New England University",1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333,1.37333333333333
"Hampton University",-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333,-8.85333333333333
"Marquette University Law School",2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914,2.914
"ABC News/The Washington Post",3.3290310254,4.69229641812462,4.59924604794964,4.77792576642787,4.72810810161733,4.81722288350149,4.72448133278897,4.84879035269915,3.34191684275077,4.64864503978465,4.72478144472804,4.92690151222707,4.91672320210861,4.91533459242102,4.9399615059413,4.7937262514682,4.8236556862765,4.67485049352529,4.82232536423365,4.6539850452483,4.61487321618921,4.6908292774584,4.79686584474897,4.81431393703835,4.87939621094163,5.0304249225125,4.88475132776898,4.98270473697912,4.83895608331139,4.67605045170972,4.90706114068786,4.69690047650608,4.20759637973032,5.02866392415796,4.88514880650018,4.59772650415402,4.83054781034816,5.28357994483064,4.62773008855042,4.77087229135229,5.0081292829741,4.71795252768201,4.78696829957491,4.86980721029238,4.8343779412426,3.20536591083329,4.79457648004307,4.81378483901232,9.65414981350075,4.96078556185335
"DFM Research",6.12806957319351,6.01101906655336,6.10440284886334,6.11325884282858,6.02113790148069,5.89580967173636,5.98293392165625,5.91713083830609,6.10401868949684,6.00750971645024,6.03461987373172,6.00963073333972,6.03849488108099,6.084609969469,6.12102508773735,5.96242502835521,6.10304692571654,6.11603629247519,6.06176149131311,5.97792384041306,6.07324022088953,6.08539625113454,6.05139906361021,6.11606062124606,6.03,6.00697943101199,6.03,6.01261427092277,5.97745258054394,6.09338295798046,6.00601132738576,6.09977839152544,6.03892375519924,6.03690884264495,6.1606133973091,6.08338355840904,6.0291341073559,6.09924108839223,6.14306651436178,6.0838862113649,6.09062107422479,6.1275713529519,6.05548099496752,6.0318552382782,5.91892175949068,5.99622795484051,6.06667024783386,6.18190945792356,6.06204015727492,6.08322149114804
"CNN/Opinion Research Corp.",1.03756587497796,0.829427041587837,0.444279460307244,0.93003112124524,0.858839494836598,0.709982221068621,0.913753929982577,0.845478105781683,2.15132503326108,0.928360506479005,0.961318341042487,0.696315035708933,0.76305427406069,0.844608371357577,0.917591883100839,0.887453380856056,0.952700949338919,1.00728312409157,0.858926339448551,0.890231301457099,0.9409629894183,0.845683369281718,0.863039217625413,0.993070004027398,0.954031917621428,0.643616402785163,0.79191688370091,-1.48284531785583,0.825979838923401,1.01260257358429,0.795281374950415,0.970332443059228,0.810279299271264,0.643246556921353,0.844308721192897,1.00405561810686,0.736742972314146,2.4680843993743,1.04108400984071,0.928922700743163,0.701164474292216,0.987329369922335,0.837953076648045,0.758621503510589,0.709386781216107,0.755829697766181,0.816566847979024,0.977130725551763,0.759213124989197,0.804570767169493
"JMC Analytics",-2.38664388057128,-0.170102602384103,-0.169185437446234,-0.349771861493215,-0.164287650531661,0.0281981733152559,-0.14926530709678,-0.13303462723292,-0.276301953855243,2.05920701275084,-0.545235959461482,-0.124473104323028,-0.173855429704008,-0.209169997579672,-0.299377426561806,0.0189617897098396,-0.245159359233891,-0.297071780771978,-0.166071458977408,0.0114037586171144,-0.0600586408578943,-0.276093658281761,-0.180762920427678,-0.391246871452244,-0.264645515155058,-0.118832597906293,-0.0722593963202958,-0.617144852611971,-0.139922712026863,-0.463666536043488,-0.206182298201714,-0.440897933603576,-0.208878367478866,-0.136558011443575,-0.404028309732078,-0.379170995071039,-0.0821588239639115,-0.333343635830195,-0.451677401144746,-0.304498506515783,-0.151223496833708,-0.532027143447559,-0.0520307130898577,-0.00860947837880997,-0.133247846855412,-0.0243383954148475,-0.152677937969305,-0.317040052682843,-0.310017870062398,-0.179119105674555
"Ciruli Associates",-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035,-1.035
"Strategic National",0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72
"Stockton University",-0.803333333333334,-0.803333333333334,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333334,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333334,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333334,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333334,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333333,-0.803333333333334,-0.803333333333333,-0.803333333333333,-0.803333333333333
"MassINC Polling Group",-3.44093813699471,-3.45351659167513,-3.43282225715511,-3.43929775037863,-3.43793498349443,-3.45697100532687,-3.44694301976457,-3.4508631526488,-3.44121120073422,-3.44026943350324,-3.44307619417697,-3.45480532986614,-3.4442588817702,-3.44550836872777,-3.45022546796561,-3.44720221040976,-3.44252394088875,-3.43666276523713,-3.45739297119967,-3.44247152239441,-3.44625,-3.44919362619123,-3.45222960721849,-3.44515811568446,-3.44515038118342,-3.45848263060385,-3.45165208278945,-3.45328762296029,-3.44625,-3.44244383298214,-3.44773357564107,-3.4437730675957,-3.44858312586733,-3.45620005420715,-3.45206302808716,-3.43907221992045,-3.45228102350328,-3.44885341988074,-3.44324230733391,-3.44810884212946,-3.45476950605717,-3.44032717994955,-3.44236293513232,-3.43664474725023,-3.45860161026498,-3.44548360716558,-3.44712530161966,-3.43991970341555,-3.45246834026579,-3.45691107479129
"University of Massachusetts Lowell",3.9103477403682,3.82266343653725,3.93277557289555,3.91428328031187,3.98519832429712,3.83405351169068,3.87328265137479,3.84184024224308,3.93608434137325,3.90962382445771,3.95690270213869,3.85957509659516,3.95679312395716,3.91184956936895,3.91649641014018,3.86086515743268,3.86550069835315,3.93398477410759,3.81348396738932,3.90325290413774,3.91393000802442,3.91796342303605,3.84697894458611,3.91428072422414,3.8855053125122,3.83545488747856,3.84545011314871,3.91498464640359,3.45387223442135,3.93268619176038,3.94410134084968,3.91936419311173,4.14266537337404,3.85559736508965,3.89119703321298,3.88033061115043,3.88600711117686,3.90377395103325,3.88220460870955,3.9096361300116,3.86295873695655,3.89249942285494,4.08671725887044,3.97835157033507,3.82894717582446,3.92274539408433,3.93162299671774,3.86778969174719,3.91809330285828,3.81529399288657
"Starboard Communications",2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84
"American Research Group",4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92
"Columbus Dispatch",4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
"Susquehanna Polling & Research Inc.",0.275448610731664,0.243197156035945,-0.803822093613979,0.32302205689098,0.287556716650717,0.315534084718787,0.31434454722539,0.347308590060364,0.417467141374289,0.230635292974076,0.414934070654079,0.367072352247121,0.391152199327185,0.358562342073802,0.423842138762647,0.287189562647433,0.300908630027228,0.263175124814819,0.341040859015825,0.214806596268368,0.150610882647899,0.409746098078482,0.334587270474805,0.348938283226,0.33633938694432,0.406071673640074,0.345542198210074,0.439057327646834,0.357646872720486,0.3189480918615,0.396245054388528,0.336651832347047,0.357131741962736,0.406283911829947,0.393228581165968,0.235171779363781,0.321970526160295,1.13719225992015,0.268569135595972,0.337763669121923,0.396305887149023,0.298370260272768,0.27222791096121,0.270300078508793,0.339345052019816,0.281335983706679,0.32163773746615,0.288718189599718,0.57739784929865,0.382642311589898
